[17:05:13] [main/INFO]: ModLauncher running: args [--username, Gyomci, --version, forge-47.4.0, --gameDir, D:\curseforge_minecraft\Instances\Build my world, --assetsDir, D:\curseforge_minecraft\Install\assets, --assetIndex, 5, --uuid, facba8e826bb4e769390fd76512c428e, --accessToken, ????????, --clientId, c4d364-6b5dba-40da7f-959881-7a32ab, --xuid, 2535449832448927, --userType, msa, --versionType, release, --width, 1024, --height, 768, --launchTarget, forgeclient, --fml.forgeVersion, 47.4.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[17:05:13] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Eclipse Adoptium; OS Windows 10 arch amd64 version 10.0
[17:05:35] [Render thread/WARN]: Registry forge:global_loot_modifier_serializers: The object RecordCodec[UnitDecoder[vectorwing.farmersdelight.common.loot.modifier.AddLootTableModifier$$Lambda$30854/0x00000285f68188f0@6ee62972] * Field[conditions: passthrough[flatXmapped]] * Field[lootTable: String[comapFlatMapped]]] has been registered twice for the same name farmersdelight:add_loot_table.
[17:05:35] [Render thread/WARN]: Registry forge:global_loot_modifier_serializers: The object RecordCodec[UnitDecoder[vectorwing.farmersdelight.common.loot.modifier.PastrySlicingModifier$$Lambda$30857/0x00000285f6818f88@66e94d7] * Field[conditions: passthrough[flatXmapped]] * Field[slice: net.minecraftforge.registries.ForgeRegistry$RegistryCodec@77e8d3ad]] has been registered twice for the same name farmersdelight:pastry_slicing.
[17:05:35] [Render thread/INFO]: CustomToolTypeData Added: minecolonies_tweaks:crossbow
[17:05:35] [Render thread/INFO]: CustomToolTypeData Added: minecolonies_tweaks:gun
[17:05:35] [Render thread/INFO]: CustomToolTypeData Added: minecolonies_tweaks:knife
[17:05:35] [Render thread/INFO]: CustomToolTypeData Added: minecolonies_tweaks:ranger_weapon
[17:05:35] [Render thread/INFO]: CustomToolTypeData Added: minecolonies_tweaks:knight_weapon
[17:05:35] [Render thread/INFO]: CustomToolTypeData Added: minecolonies_tweaks:butcher_tool
[17:05:35] [Render thread/WARN]: defineId called for: class net.mcreator.borninchaosv.entity.BabySpiderEntity from class net.mcreator.borninchaosv.entity.MotherSpiderEntity
[17:05:35] [Render thread/INFO]: Replacing search trees with 'JEI' provider
[17:05:35] [Render thread/INFO]: Block minecraft:grass had its color provider replaced and will not use per-vertex coloring
[17:05:35] [Render thread/INFO]: Block minecraft:large_fern had its color provider replaced and will not use per-vertex coloring
[17:05:35] [Render thread/INFO]: Block minecraft:fern had its color provider replaced and will not use per-vertex coloring
[17:05:35] [Render thread/INFO]: Block minecraft:tall_grass had its color provider replaced and will not use per-vertex coloring
[17:05:35] [Render thread/INFO]: loaded in block colorizer
[17:05:35] [Render thread/INFO]: Block minecraft:water_cauldron had its color provider replaced and will not use per-vertex coloring
[17:05:35] [Render thread/INFO]: Block minecraft:water_cauldron had its color provider replaced and will not use per-vertex coloring
[17:05:35] [Render thread/INFO]: loaded in item colorizer
[17:05:35] [Render thread/INFO]: Hardware information:
[17:05:35] [Render thread/INFO]: CPU: 16x AMD Ryzen 7 5800X 8-Core Processor 
[17:05:35] [Render thread/INFO]: GPU: AMD Radeon RX 6900 XT (Supports OpenGL 4.6.0 Core Profile Context 24.12.1.241127)
[17:05:35] [Render thread/INFO]: OS: Windows 10 (10.0)
[17:05:35] [Render thread/WARN]: Mod(s) [oculus] are modifying Embeddium class me.jellysquid.mods.sodium.client.render.vertex.VertexFormatDescriptionImpl, which may cause instability.
[17:05:35] [Render thread/WARN]: Mod(s) [oculus] are modifying Embeddium class me.jellysquid.mods.sodium.client.render.vertex.buffer.SodiumBufferBuilder, which may cause instability.
[17:05:35] [Render thread/WARN]: Mod(s) [oculus] are modifying Embeddium class me.jellysquid.mods.sodium.client.render.SodiumWorldRenderer, which may cause instability.
[17:05:36] [Render thread/INFO]: Registering model layer quark:crab#main
[17:05:36] [Render thread/INFO]: Registering model layer quark:shiba#main
[17:05:36] [Render thread/INFO]: Registering model layer quark:quark_boat_chest#main
[17:05:36] [Render thread/INFO]: Registering model layer quark:wraith#main
[17:05:36] [Render thread/INFO]: Registering model layer quark:forgotten_hat#main
[17:05:36] [Render thread/INFO]: Registering model layer quark:stoneling#main
[17:05:36] [Render thread/INFO]: Registering model layer quark:toretoise#main
[17:05:36] [Render thread/INFO]: Registering model layer quark:quark_boat#main
[17:05:36] [Render thread/INFO]: Registering model layer quark:foxhound#main
[17:05:36] [Render thread/INFO]: Registering model layer quark:backpack#main
[17:05:36] [Render thread/INFO]: Invalidating pack caches
[17:05:36] [Render thread/INFO]: Reloading ResourceManager: vanilla, mod_resources, builtin/towntalk, Moonlight Mods Dynamic Assets, fabric, hordes-config, diagonalblocks:default_block_models, KubeJS Resource Pack [assets], ldlib
[17:05:36] [Render thread/INFO]: Data generation for dynamic pack resources provided by 'diagonalblocks' took 51ms
[17:05:37] [Render thread/ERROR]: Failed to generate model for double cake mynethersdelight:magma_cake,
[17:05:37] [Render thread/INFO]: Generated runtime CLIENT_RESOURCES for pack Moonlight Mods Dynamic Assets (amendments) in: 626 ms
[17:05:37] [Render thread/INFO]: Generated runtime CLIENT_RESOURCES for pack Moonlight Mods Dynamic Assets (moonlight) in: 0 ms
[17:05:37] [Render thread/INFO]: Generated runtime CLIENT_RESOURCES for pack Moonlight Mods Dynamic Assets (supplementaries) in: 554 ms
[17:05:37] [modloading-worker-0/INFO]: Loading client config for pickupnotifier
[17:05:37] [modloading-worker-0/INFO]: Loading client config for visualworkbench
[17:05:38] [Finalizer/WARN]: One or more BufferBuilders have been leaked, ModernFix will attempt to correct this.
[17:05:38] [Worker-ResourceReload-13/INFO]: Found unifont_all_no_pua-15.0.06.hex, loading
[17:05:38] [Worker-ResourceReload-11/WARN]: File supplementaries:sounds/item/awning_bounce_1.ogg does not exist, cannot add it to event supplementaries:block.awning.bounce
[17:05:38] [Worker-ResourceReload-11/WARN]: File supplementaries:sounds/item/awning_bounce_2.ogg does not exist, cannot add it to event supplementaries:block.awning.bounce
[17:05:38] [Worker-ResourceReload-11/WARN]: File supplementaries:sounds/item/awning_bounce_3.ogg does not exist, cannot add it to event supplementaries:block.awning.bounce
[17:05:38] [Worker-ResourceReload-12/ERROR]: Unable to parse animation: idle
[17:05:38] [Worker-ResourceReload-0/ERROR]: Unable to parse animation: idle
[17:05:38] [Worker-ResourceReload-8/ERROR]: Unable to parse animation: idle
[17:05:38] [Worker-ResourceReload-7/ERROR]: Unable to parse animation: attack
[17:05:38] [Worker-ResourceReload-11/WARN]: File mmlib:sounds/presented_by_zaia.ogg does not exist, cannot add it to event mysterious_mountain_lib:presented_by_zaia
[17:05:38] [Render thread/WARN]: Config is not loaded?
[17:05:38] [Render thread/INFO]: Client resource reload complete!
[17:05:38] [FTB Backups Config Watcher 0/INFO]: Config at D:\curseforge_minecraft\Instances\Build my world\config\ftbbackups2.json has changed, reloaded!
[17:05:38] [modloading-worker-0/INFO]: Loaded Create Ore Excavation config file createoreexcavation-common.toml
[17:05:38] [Worker-ResourceReload-5/INFO]: Loaded 64 fluid textures in 119.680305 ms
[17:05:38] [Worker-ResourceReload-8/WARN]: Invalid frame index on sprite born_in_chaos_v1:dimanim frame 1: 1
[17:05:38] [Worker-ResourceReload-8/WARN]: Invalid frame index on sprite born_in_chaos_v1:dimanim frame 2: 2
[17:05:38] [Worker-ResourceReload-8/WARN]: Invalid frame index on sprite born_in_chaos_v1:dimanim frame 3: 3
[17:05:38] [Worker-ResourceReload-8/WARN]: Invalid frame index on sprite born_in_chaos_v1:dimanim frame 4: 4
[17:05:38] [Worker-ResourceReload-8/WARN]: Invalid frame index on sprite born_in_chaos_v1:dimanim frame 5: 5
[17:05:38] [Worker-ResourceReload-8/WARN]: Invalid frame index on sprite born_in_chaos_v1:dimanim frame 6: 6
[17:05:38] [Worker-ResourceReload-6/INFO]: ConstructionWand says hello - may the odds be ever in your favor.
[17:05:38] [Worker-ResourceReload-13/INFO]: Create Ore Excavation starting
[17:05:38] [Forge Version Check/INFO]: [pickupnotifier] Starting version check at https://raw.githubusercontent.com/Fuzss/modresources/main/update/pickupnotifier.json
[17:05:38] [Worker-ResourceReload-8/ERROR]: Failed to load model create_extra_casing:models/block/copper_encased_steel_pipe/block_flat.json
com.google.gson.JsonParseException: JSON data was null or empty
	at net.minecraft.util.GsonHelper.m_263475_(GsonHelper.java:533) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.util.GsonHelper.m_13776_(GsonHelper.java:581) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.client.renderer.block.model.BlockModel.m_111461_(BlockModel.java:74) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.client.resources.model.ModelManager.m_246478_(ModelManager.java:110) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.run(Unknown Source) ~[?:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.exec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(Unknown Source) ~[?:?]
[17:05:38] [Worker-ResourceReload-13/INFO]: Initilaized Network Handler
[17:05:39] [Worker-ResourceReload-14/INFO]: chunksending mod initialized
[17:05:39] [Worker-ResourceReload-14/INFO]: Connectivity initialized
[17:05:39] [Worker-ResourceReload-1/INFO]: structureessentials mod initialized
[17:05:39] [Worker-ResourceReload-7/INFO]: HELLO FROM COMMON SETUP
[17:05:39] [Worker-ResourceReload-7/INFO]: DIRT BLOCK >> minecraft:dirt
[17:05:39] [Worker-ResourceReload-7/INFO]: DIRT BLOCK >> minecraft:dirt
[17:05:39] [Worker-ResourceReload-7/INFO]: The magic number is... 42
[17:05:39] [Worker-ResourceReload-7/INFO]: ITEM >> iron_ingot
[17:05:39] [Worker-ResourceReload-7/INFO]: HELLO FROM PREINIT
[17:05:39] [Worker-ResourceReload-7/INFO]: DIRT BLOCK >> translation{key='block.minecraft.dirt', args=[]}
[17:05:39] [Worker-ResourceReload-7/INFO]: HELLO FROM PREINIT
[17:05:39] [Worker-ResourceReload-7/INFO]: DIRT BLOCK >> translation{key='block.minecraft.dirt', args=[]}
[17:05:39] [Worker-ResourceReload-8/INFO]: Setting game stages provider implementation to: KubeJS Stages
[17:05:39] [Worker-ResourceReload-8/INFO]: Chose [KubeJS Stages] as the active game stages implementation
[17:05:39] [Worker-ResourceReload-10/INFO]: Enabling FTB Quests Optimizer
[17:05:39] [Worker-ResourceReload-8/INFO]: Chose [FALLBACK] as the active permissions implementation
[17:05:39] [Worker-ResourceReload-8/INFO]: [FTB Quests] recipe helper provider is [JEI]
[17:05:39] [Worker-ResourceReload-8/INFO]: [FTB Chunks] Enabled Waystones integration
[17:05:39] [Worker-ResourceReload-2/INFO]: Common Setup
[17:05:39] [Worker-ResourceReload-7/INFO]: Presented by Zaia
[17:05:39] [Immersive Engineering Contributors Thread/INFO]: Attempting to download special revolvers from GitHub
[17:05:39] [Worker-ResourceReload-5/WARN]: Entry of type: mmorpg_stat_condition already exists as seriazable: random_roll
[17:05:39] [Worker-ResourceReload-6/ERROR]: Failed to load model create_better_motors:models/block/motors/oldtextures/nitro_motor.json
com.google.gson.JsonParseException: JSON data was null or empty
	at net.minecraft.util.GsonHelper.m_263475_(GsonHelper.java:533) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.util.GsonHelper.m_13776_(GsonHelper.java:581) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.client.renderer.block.model.BlockModel.m_111461_(BlockModel.java:74) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.client.resources.model.ModelManager.m_246478_(ModelManager.java:110) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.run(Unknown Source) ~[?:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.exec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(Unknown Source) ~[?:?]
[17:05:39] [Worker-ResourceReload-2/ERROR]: Failed to load model create_better_motors:models/block/motors/oldtextures/starter_motor_side.json
com.google.gson.JsonParseException: JSON data was null or empty
	at net.minecraft.util.GsonHelper.m_263475_(GsonHelper.java:533) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.util.GsonHelper.m_13776_(GsonHelper.java:581) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.client.renderer.block.model.BlockModel.m_111461_(BlockModel.java:74) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.client.resources.model.ModelManager.m_246478_(ModelManager.java:110) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.run(Unknown Source) ~[?:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.exec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(Unknown Source) ~[?:?]
[17:05:39] [Worker-ResourceReload-3/ERROR]: Failed to load model create_better_motors:models/block/motors/oldtextures/starter_motor.json
com.google.gson.JsonParseException: JSON data was null or empty
	at net.minecraft.util.GsonHelper.m_263475_(GsonHelper.java:533) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.util.GsonHelper.m_13776_(GsonHelper.java:581) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.client.renderer.block.model.BlockModel.m_111461_(BlockModel.java:74) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.client.resources.model.ModelManager.m_246478_(ModelManager.java:110) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.run(Unknown Source) ~[?:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.exec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(Unknown Source) ~[?:?]
[17:05:39] [Worker-ResourceReload-1/ERROR]: Failed to load model create_better_motors:models/block/motors/oldtextures/spirited_motor_side.json
com.google.gson.JsonParseException: JSON data was null or empty
	at net.minecraft.util.GsonHelper.m_263475_(GsonHelper.java:533) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.util.GsonHelper.m_13776_(GsonHelper.java:581) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.client.renderer.block.model.BlockModel.m_111461_(BlockModel.java:74) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.client.resources.model.ModelManager.m_246478_(ModelManager.java:110) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.run(Unknown Source) ~[?:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.exec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(Unknown Source) ~[?:?]
[17:05:39] [Worker-ResourceReload-12/ERROR]: Failed to load model create_better_motors:models/block/motors/oldtextures/nitro_motor_side.json
com.google.gson.JsonParseException: JSON data was null or empty
	at net.minecraft.util.GsonHelper.m_263475_(GsonHelper.java:533) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.util.GsonHelper.m_13776_(GsonHelper.java:581) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.client.renderer.block.model.BlockModel.m_111461_(BlockModel.java:74) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.client.resources.model.ModelManager.m_246478_(ModelManager.java:110) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.run(Unknown Source) ~[?:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.exec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(Unknown Source) ~[?:?]
[17:05:39] [Worker-ResourceReload-10/ERROR]: Failed to load model create_better_motors:models/block/motors/oldtextures/niotic_motor.json
com.google.gson.JsonParseException: JSON data was null or empty
	at net.minecraft.util.GsonHelper.m_263475_(GsonHelper.java:533) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.util.GsonHelper.m_13776_(GsonHelper.java:581) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.client.renderer.block.model.BlockModel.m_111461_(BlockModel.java:74) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.client.resources.model.ModelManager.m_246478_(ModelManager.java:110) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.run(Unknown Source) ~[?:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.exec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(Unknown Source) ~[?:?]
[17:05:39] [Worker-ResourceReload-13/ERROR]: Failed to load model create_better_motors:models/block/motors/oldtextures/niotic_motor_side.json
com.google.gson.JsonParseException: JSON data was null or empty
	at net.minecraft.util.GsonHelper.m_263475_(GsonHelper.java:533) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.util.GsonHelper.m_13776_(GsonHelper.java:581) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.client.renderer.block.model.BlockModel.m_111461_(BlockModel.java:74) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.client.resources.model.ModelManager.m_246478_(ModelManager.java:110) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.run(Unknown Source) ~[?:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.exec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(Unknown Source) ~[?:?]
[17:05:39] [Worker-ResourceReload-7/ERROR]: Failed to load model create_better_motors:models/block/motors/oldtextures/spirited_motor.json
com.google.gson.JsonParseException: JSON data was null or empty
	at net.minecraft.util.GsonHelper.m_263475_(GsonHelper.java:533) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.util.GsonHelper.m_13776_(GsonHelper.java:581) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.client.renderer.block.model.BlockModel.m_111461_(BlockModel.java:74) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.client.resources.model.ModelManager.m_246478_(ModelManager.java:110) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.run(Unknown Source) ~[?:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.exec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(Unknown Source) ~[?:?]
[17:05:39] [Worker-ResourceReload-8/ERROR]: Failed to load model create_better_motors:models/block/motors/oldtextures/hardened_motor_side.json
com.google.gson.JsonParseException: JSON data was null or empty
	at net.minecraft.util.GsonHelper.m_263475_(GsonHelper.java:533) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.util.GsonHelper.m_13776_(GsonHelper.java:581) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.client.renderer.block.model.BlockModel.m_111461_(BlockModel.java:74) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.client.resources.model.ModelManager.m_246478_(ModelManager.java:110) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.run(Unknown Source) ~[?:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.exec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(Unknown Source) ~[?:?]
[17:05:39] [Worker-ResourceReload-9/ERROR]: Failed to load model create_better_motors:models/block/motors/oldtextures/hardened_motor.json
com.google.gson.JsonParseException: JSON data was null or empty
	at net.minecraft.util.GsonHelper.m_263475_(GsonHelper.java:533) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.util.GsonHelper.m_13776_(GsonHelper.java:581) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.client.renderer.block.model.BlockModel.m_111461_(BlockModel.java:74) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.client.resources.model.ModelManager.m_246478_(ModelManager.java:110) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.run(Unknown Source) ~[?:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.exec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(Unknown Source) ~[?:?]
[17:05:39] [Forge Version Check/INFO]: [pickupnotifier] Found status: UP_TO_DATE Current: 8.0.0 Target: null
[17:05:39] [Forge Version Check/INFO]: [hordes] Starting version check at https://raw.githubusercontent.com/SmileycorpMC/The-Hordes/1.20/update.json
[17:05:39] [Forge Version Check/INFO]: [hordes] Found status: UP_TO_DATE Current: 1.5.4 Target: null
[17:05:39] [Forge Version Check/INFO]: [corpse] Starting version check at https://update.maxhenkel.de/forge/corpse
[17:05:39] [Worker-ResourceReload-3/ERROR]: Failed to load model create_things_and_misc:models/custom/blazeblock.json
com.google.gson.JsonParseException: Invalid rotation 135.0 found, only -45/-22.5/0/22.5/45 allowed
	at net.minecraft.client.renderer.block.model.BlockElement$Deserializer.m_111342_(BlockElement.java:112) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.client.renderer.block.model.BlockElement$Deserializer.m_111332_(BlockElement.java:101) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.client.renderer.block.model.BlockElement$Deserializer.deserialize(BlockElement.java:82) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.client.renderer.block.model.BlockElement$Deserializer.deserialize(BlockElement.java:74) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at com.google.gson.internal.bind.TreeTypeAdapter.read(TreeTypeAdapter.java:76) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1214) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1319) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1290) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.internal.bind.TreeTypeAdapter$GsonContextImpl.deserialize(TreeTypeAdapter.java:179) ~[gson-2.10.jar%23107!/:?]
	at net.minecraft.client.renderer.block.model.BlockModel$Deserializer.m_111506_(BlockModel.java:376) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.client.renderer.block.model.BlockModel$Deserializer.deserialize(BlockModel.java:305) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraftforge.client.model.ExtendedBlockModelDeserializer.deserialize(ExtendedBlockModelDeserializer.java:53) ~[forge-1.20.1-47.4.0-universal.jar%23593!/:?]
	at net.minecraftforge.client.model.ExtendedBlockModelDeserializer.deserialize(ExtendedBlockModelDeserializer.java:38) ~[forge-1.20.1-47.4.0-universal.jar%23593!/:?]
	at com.google.gson.internal.bind.TreeTypeAdapter.read(TreeTypeAdapter.java:76) ~[gson-2.10.jar%23107!/:?]
	at net.minecraft.util.GsonHelper.m_13780_(GsonHelper.java:524) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.util.GsonHelper.m_263475_(GsonHelper.java:531) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.util.GsonHelper.m_13776_(GsonHelper.java:581) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.client.renderer.block.model.BlockModel.m_111461_(BlockModel.java:74) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
